quantile	chr	peak_id	chrStart	strand	sec_peak	normalized_eob	log10p_val	imbalance	D_D	N_N	D_N_N_D	T_N_N_T	T_D_D_T	T_T
2	chr3L	peak_2944_4	chrStart	+	102	25.9179487179487	0.392349383685871	01_NOT_SIG	23.08	7.69	33.33	12.82	20.51	2.56
2	chr2R	peak_52_1	chrStart	+	158	25.3483443708609	0.728979551559236	01_NOT_SIG	56.95	5.96	18.54	6.63	10.6	1.32
4	chrX	peak_2352_3	chrStart	+	42	75.35	1.5632617001589	01_NOT_SIG	40.38	1.92	7.69	0	38.46	11.54
3	chr2L	peak_720_4	chrStart	+	51	52	2.00430567013034	03_NOT_IMB	9.92	67.77	11.57	4.96	4.13	1.65
3	chr2R	peak_350_1	chrStart	+	66	55.2	4.5779020332602	03_NOT_IMB	6.42	59.78	20.95	7.82	2.52	2.51
3	chr2L	peak_436_3	chrStart	+	45	53.5651006711409	2.27397852380526	03_NOT_IMB	46.98	22.82	12.08	8.05	6.71	3.36
4	chr2L	peak_1642_1	chrStart	+	44	76.1893129770992	3.74339742005233	02_IMB	14.5	58.02	15.26	4.58	4.58	3.05
1	chr3R	peak_256_5	chrStart	+	100	0	0.423250956139992	01_NOT_SIG	26.09	28.26	32.61	5.43	7.6	0.0
3	chr2R	peak_420_1	chrStart	+	31	56.7894308943089	2.18193969012489	03_NOT_IMB	44.72	25.2	11.39	5.69	9.75	3.25
1	chr3L	peak_66_5	chrStart	+	71	10.8128113879004	0.618043811139576	01_NOT_SIG	48.4	23.31	19.75	2.67	5.7	0.18
2	chr3R	peak_1348_2	chrStart	+	122	25.0056818181818	0.752504627815738	01_NOT_SIG	12.5	27.27	43.18	11.36	4.54	1.14
1	chr3R	peak_1564_4	chrStart	+	46	23.8108108108108	0.866392768859733	01_NOT_SIG	77.48	6.31	2.7	1.8	10.81	0.9
3	chr3R	peak_3829_2	chrStart	+	42	52.9468085106383	1.58802547016159	01_NOT_SIG	15.96	52.13	9.57	5.32	13.83	3.19
2	chr3R	peak_268_2	chrStart	+	154	48.9846153846154	0.986739700194038	01_NOT_SIG	35.9	5.13	28.21	12.82	12.82	5.13
2	chrX	peak_2802_6	chrStart	+	51	28.7323076923077	0.327278761629203	01_NOT_SIG	53.08	5.38	6.16	0.77	33.08	1.54
2	chr2L	peak_5337_2	chrStart	+	110	38.6446428571429	0.837641328461467	01_NOT_SIG	13.39	20.54	35.72	17.85	8.93	3.57
1	chr3R	peak_3048_7	chrStart	+	44	23.8125	0.900130765971692	01_NOT_SIG	67.5	10.0	10	2.5	9.17	0.83
1	chr2R	peak_3706_1	chrStart	+	44	0	0.266194975916129	01_NOT_SIG	17.09	57.59	12.02	5.7	7.59	0.0
3	chr2R	peak_1100_7	chrStart	+	50	64.1052631578947	3.19566788754549	03_NOT_IMB	54.89	19.55	10.52	1.5	9.77	3.76
2	chr2R	peak_4479_3	chrStart	+	100	41.6607142857143	1.24651962591608	01_NOT_SIG	75.0	2.38	4.76	1.19	14.28	2.38
3	chr2L	peak_1585_2	chrStart	+	170	59.0909090909091	0.970421713157125	01_NOT_SIG	21.82	1.82	29.09	14.54	23.64	9.09
3	chr3R	peak_5299_1	chrStart	+	42	51.91875	2.01466444182536	03_NOT_IMB	76.56	5.47	3.9	0.78	10.94	2.34
1	chr3R	peak_1699_4	chrStart	+	88	17.9466257668712	0.701937422409273	01_NOT_SIG	36.81	22.09	28.22	3.07	9.2	0.61
2	chr3R	peak_521_1	chrStart	+	35	37.774	1.53005921181191	01_NOT_SIG	8.0	66.67	14	8	2	1.33
4	chr3L	peak_28_1	chrStart	+	40	75.5257731958763	3.9129369623737	03_NOT_IMB	46.39	23.71	11.34	3.09	9.28	6.19
3	chr3L	peak_2671_1	chrStart	+	37	51.929203539823	1.85782378701322	01_NOT_SIG	76.11	3.54	4.42	0	13.27	2.65
4	chr3L	peak_164_8	chrStart	+	49	87.312676056338	2.96603188799693	02_IMB	29.58	10.56	0.7	1.4	46.48	11.27
4	chr2R	peak_897_1	chrStart	+	110	90.7685393258427	4.93993576402878	02_IMB	29.21	6.74	23.6	2.24	24.72	13.48
2	chr2L	peak_1793_5	chrStart	+	50	41.4809160305343	0.482878412090505	01_NOT_SIG	49.62	3.82	6.87	1.52	35.87	2.29
4	chr3L	peak_286_8	chrStart	+	49	87.2619718309859	5.17901161383166	03_NOT_IMB	16.9	35.21	22.54	1.41	12.68	11.27
2	chr2R	peak_1915_2	chrStart	+	41	44.4458823529412	2.02798707761426	03_NOT_IMB	32.94	50.59	8.24	4.71	2.35	1.18
3	chr3L	peak_36_1	chrStart	+	68	67.2777777777778	1.21245235834119	01_NOT_SIG	11.11	1.59	9.52	14.29	44.44	19.05
2	chr3R	peak_1985_5	chrStart	+	97	38.6333333333333	1.20089757115745	01_NOT_SIG	64.71	4.9	13.72	5.88	8.82	1.96
3	chr3L	peak_3880_4	chrStart	+	37	57.1442307692308	2.2409950600909	03_NOT_IMB	47.12	30.77	12.5	0.96	6.73	1.92
1	chr2R	peak_3243_3	chrStart	+	58	0	0.422689533192724	01_NOT_SIG	42.35	24.12	24.12	2.35	7.06	0.0
2	chr2R	peak_1262_1	chrStart	+	44	40.3384615384615	0.626445472346197	01_NOT_SIG	23.08	14.29	20.88	6.59	30.77	4.4
3	chr3L	peak_2837_6	chrStart	+	70	59.9967391304348	2.29881260209362	03_NOT_IMB	53.26	14.13	22.83	1.09	6.52	2.17
2	chr3R	peak_854_10	chrStart	+	53	25.6120418848168	0.510531320365814	01_NOT_SIG	64.4	4.71	3.14	0.52	26.17	1.05
2	chr3R	peak_243_2	chrStart	+	52	27.2775700934579	0.541476076869838	01_NOT_SIG	28.04	26.17	20.56	7.48	15.88	1.87
2	chr3L	peak_103_2	chrStart	+	98	38.8818181818182	1.29873845852541	01_NOT_SIG	11.93	32.95	39.21	8.53	6.25	1.14
3	chr2R	peak_1920_2	chrStart	+	40	58.9137931034483	3.74899162596455	02_IMB	66.9	6.9	8.62	1.03	13.44	3.1
2	chr2R	peak_3628_3	chrStart	+	48	26.1640625	0.52250907978886	01_NOT_SIG	17.19	39.06	17.18	18.75	6.25	1.56
1	chr2L	peak_2795_1	chrStart	+	69	22.2325581395349	0.499745326237773	01_NOT_SIG	67.44	0.0	9.31	2.33	19.76	1.16
2	chr3R	peak_4446_3	chrStart	+	68	36	1.23929350483876	01_NOT_SIG	77.63	5.26	5.26	1.32	9.21	1.32
1	chr3R	peak_4446_4	chrStart	+	45	0	0.414258142647732	01_NOT_SIG	76.4	6.74	3.37	1.12	12.36	0.0
2	chr2L	peak_959_7	chrStart	+	68	47.9248226950355	1.67689233561662	01_NOT_SIG	43.26	18.44	21.99	2.13	12.06	2.13
2	chr3L	peak_2304_4	chrStart	+	184	49.0846153846154	0.971473664569993	01_NOT_SIG	9.62	5.77	50	13.46	15.38	5.77
2	chr3L	peak_1092_3	chrStart	+	147	31.4285714285714	0.756086233212356	01_NOT_SIG	12.24	32.65	32.65	10.2	10.2	2.04
1	chr2L	peak_1143_3	chrStart	+	120	18.3333333333333	0.544307644590586	01_NOT_SIG	23.81	16.67	42.06	8.73	7.94	0.79
1	chr3R	peak_1757_1	chrStart	+	70	23.8048245614035	0.998042402236415	01_NOT_SIG	71.49	5.26	12.28	0	10.52	0.44
3	chr2L	peak_605_3	chrStart	+	61	60.0039473684211	2.10948166005076	03_NOT_IMB	42.11	38.16	7.89	5.26	3.95	2.63
3	chr3L	peak_287_2	chrStart	+	206	50.8928571428571	1.30288244318066	01_NOT_SIG	41.43	8.57	22.85	8.57	14.28	4.29
1	chr3L	peak_79_6	chrStart	+	67	23.7985074626866	0.591047845984611	01_NOT_SIG	13.43	34.33	29.85	14.93	5.97	1.49
4	chr3R	peak_2521_2	chrStart	+	55	100	100	03_NOT_IMB	43.15	23.97	24.66	2.05	1.37	4.79
4	chr3R	peak_1110_2	chrStart	+	52	99.9990825688074	100	02_IMB	7.34	71.56	11	3.67	1.83	4.59
2	chr2L	peak_1478_6	chrStart	+	38	36.0728682170543	0.362543891562818	01_NOT_SIG	48.06	3.1	7.76	1.56	37.99	1.55
2	chr2L	peak_3959_1	chrStart	+	61	38.0952380952381	0.741100219708038	01_NOT_SIG	34.92	7.94	25.4	3.18	25.4	3.17
3	chr3R	peak_2980_6	chrStart	+	70	70	3.73101061840514	03_NOT_IMB	53.91	3.91	14.84	2.34	17.19	7.81
2	chr3L	peak_2943_1	chrStart	+	82	46.4252252252252	0.789284342784101	01_NOT_SIG	16.22	11.71	25.22	7.2	34.23	5.41
3	chr2L	peak_229_3	chrStart	+	55	64.6674220963173	4.30683269584496	02_IMB	14.73	33.14	23.23	9.35	15.58	3.97
1	chr3L	peak_3273_5	chrStart	+	83	24.9910714285714	0.507542210693204	01_NOT_SIG	58.93	3.57	10.71	5.36	19.64	1.79
1	chr2R	peak_1161_10	chrStart	+	79	0	0.327278761629203	01_NOT_SIG	67.33	1.98	15.84	0	14.85	0.0
4	chr3L	peak_3122_2	chrStart	+	34	78	7.16662764572745	03_NOT_IMB	68.64	11.82	7.73	1.36	6.36	4.09
2	chr3L	peak_3663_2	chrStart	+	74	28	0.841171565497969	01_NOT_SIG	56.25	11.25	15	3.75	12.5	1.25
3	chr3L	peak_287_1	chrStart	+	100	58.4357142857143	2.99546830930792	03_NOT_IMB	69.9	3.57	12.75	1.02	10.2	2.55
2	chr3L	peak_2837_4	chrStart	+	110	46.4285714285714	1.41839996796815	01_NOT_SIG	51.95	10.39	20.78	1.3	12.98	2.6
2	chr3L	peak_3171_1	chrStart	+	142	43.7393939393939	1.15383104835651	01_NOT_SIG	10.61	19.7	48.49	13.64	4.55	3.03
3	chr2R	peak_20_1	chrStart	+	42	64.2886956521739	2.86627292905668	03_NOT_IMB	6.96	70.43	12.18	6.96	0.87	2.61
2	chr3L	peak_3273_5	chrStart	+	44	46.6715789473684	1.53123738576164	01_NOT_SIG	63.16	5.26	16.84	1.05	11.58	2.11
1	chr2R	peak_4479_2	chrStart	+	131	0	0.357061255067001	01_NOT_SIG	67.21	3.28	11.48	1.64	16.4	0.0
3	chr2L	peak_3158_1	chrStart	+	46	51.12	1.78652959806217	01_NOT_SIG	71.3	3.48	5.22	0.87	15.66	3.48
3	chr2R	peak_10_1	chrStart	+	61	61.9056338028169	2.62102855466285	02_IMB	2.82	68.31	10.56	9.15	5.64	3.52
1	chr2R	peak_321_2	chrStart	+	121	23.8536842105263	0.774421171501682	01_NOT_SIG	43.68	5.79	34.21	4.21	11.05	1.05
1	chr2L	peak_2881_8	chrStart	+	115	18.7962962962963	0.459635589716192	01_NOT_SIG	24.07	22.22	30.55	7.41	14.81	0.93
4	chr3R	peak_744_7	chrStart	+	52	99.9955357142857	100	03_NOT_IMB	23.21	52.68	12.5	0	0	11.61
4	chr3L	peak_1774_2	chrStart	+	54	91.378125	6.96983048842859	03_NOT_IMB	58.33	5.21	8.34	1.04	15.62	11.46
3	chr2L	peak_93_6	chrStart	+	38	66.6684563758389	3.3302288662707	03_NOT_IMB	44.97	34.23	12.75	2.01	4.03	2.01
3	chr3R	peak_519_8	chrStart	+	48	63.6422018348624	2.53529557491145	03_NOT_IMB	6.42	63.3	17.43	6.42	3.67	2.75
3	chr3L	peak_1461_4	chrStart	+	117	71.4193548387097	1.72297838563027	01_NOT_SIG	25.81	16.13	25.81	6.45	16.13	9.68
3	chrX	peak_2177_2	chrStart	+	56	74.0705882352941	2.33152452823386	03_NOT_IMB	13.73	29.41	25.49	17.64	3.92	9.8
3	chr2R	peak_4223_1	chrStart	+	42	63.6396551724138	2.61888957147717	03_NOT_IMB	85.34	0.86	1.72	0.86	8.62	2.59
2	chr2L	peak_1984_1	chrStart	+	52	28.572972972973	1.12099977275117	01_NOT_SIG	17.12	46.85	25.23	5.4	4.5	0.9
1	chr3L	peak_258_8	chrStart	+	66	23.0789808917197	0.944155786944791	01_NOT_SIG	63.69	15.29	9.55	0.64	10.19	0.64
1	chr3R	peak_1983_1	chrStart	+	62	0	0.152246918596262	01_NOT_SIG	69.84	0.0	8.73	0	21.43	0.0
2	chr3R	peak_140_1	chrStart	+	75	37.3933701657459	1.09655243030105	01_NOT_SIG	11.6	41.99	22.65	14.92	6.08	2.76
2	chr3R	peak_1512_1	chrStart	+	61	31.3785123966942	0.883906138852928	01_NOT_SIG	47.11	7.44	25.62	3.31	14.88	1.65
3	chr3R	peak_1686_3	chrStart	+	80	65.4095238095238	0.210824116156595	01_NOT_SIG	12.38	3.81	2.86	2.85	70.48	7.62
2	chr2L	peak_5449_3	chrStart	+	59	28.5668571428571	1.06429051437091	01_NOT_SIG	65.14	6.29	14.86	3.43	9.14	1.14
2	chr2R	peak_127_2	chrStart	+	55	49.4594594594595	1.11545092947936	01_NOT_SIG	66.67	3.6	2.7	0.9	23.42	2.7
3	chr2L	peak_1499_4	chrStart	+	38	66.3226744186046	3.99178845011512	03_NOT_IMB	65.7	8.72	2.9	2.91	13.96	5.81
3	chr2L	peak_373_5	chrStart	+	53	70.1163265306122	3.99003775194758	03_NOT_IMB	63.27	4.76	2.72	1.36	19.72	8.16
2	chr3R	peak_918_1	chrStart	+	51	38.7521739130435	1.66341855151443	01_NOT_SIG	50.24	17.39	19.33	1.45	10.14	1.45
2	chr2R	peak_3505_3	chrStart	+	31	46	1.2589646602502	01_NOT_SIG	41.46	9.76	30.08	1.63	15.44	1.63
1	chr3L	peak_3088_1	chrStart	+	104	0	0.356117887540249	01_NOT_SIG	0.0	63.59	26.09	9.78	0.54	0.0
3	chr3R	peak_486_1	chrStart	+	128	53.325	1.22559470954057	01_NOT_SIG	12.5	16.67	45.84	12.5	8.33	4.17
2	chr3L	peak_1717_4	chrStart	+	69	45.4477611940298	1.12174087187184	01_NOT_SIG	67.16	1.49	8.96	2.99	16.42	2.99
2	chr2R	peak_282_1	chrStart	+	75	40.9077720207254	0.557698681138895	01_NOT_SIG	49.74	1.55	11.92	1.55	32.64	2.59
2	chr3L	peak_2304_1	chrStart	+	33	40.0439467312349	3.61072025388755	02_IMB	82.93	2.91	5.33	0.48	7.51	0.85
2	chr2L	peak_146_4	chrStart	+	88	33.3223140495868	0.793072991947664	01_NOT_SIG	26.45	19.01	29.76	9.09	13.22	2.48
3	chr2R	peak_293_2	chrStart	+	176	70.6021276595745	1.56089326810225	01_NOT_SIG	14.89	10.64	17.03	23.4	17.03	17.02
1	chr2L	peak_337_1	chrStart	+	152	0	0.262130300195981	01_NOT_SIG	18.75	6.25	50	8.33	16.66	0.0
3	chr3R	peak_1253_2	chrStart	+	91	52.16	1.05112906566829	01_NOT_SIG	35.29	4.71	20	7.06	25.88	7.06
1	chr3R	peak_4339_7	chrStart	+	140	0	0.212706397026613	01_NOT_SIG	69.39	0.0	11.22	1.02	18.36	0.0
2	chr3R	peak_4294_3	chrStart	+	59	33.3333333333333	1.36244422409776	01_NOT_SIG	75.44	8.77	7.01	0	7.9	0.88
1	chr3L	peak_123_5	chrStart	+	73	0	0.178597397632958	01_NOT_SIG	68.37	1.02	8.16	2.04	20.41	0.0
3	chr2R	peak_769_2	chrStart	+	60	63.473417721519	1.61621320342675	01_NOT_SIG	18.99	16.46	24.05	1.27	32.91	6.33
3	chr3L	peak_2079_5	chrStart	+	108	70.1694915254237	0.579979956583211	01_NOT_SIG	0.0	1.69	30.51	11.86	49.15	6.78
3	chr3L	peak_2837_4	chrStart	+	96	61.9033707865169	2.32629592534928	03_NOT_IMB	53.93	13.48	17.98	0	11.23	3.37
1	chr3R	peak_3693_1	chrStart	+	140	0	0.381128953125054	01_NOT_SIG	63.24	1.47	19.12	1.47	14.7	0.0
2	chr2L	peak_5449_2	chrStart	+	58	38.4681818181818	1.12888248630855	01_NOT_SIG	47.16	12.5	16.48	3.98	17.04	2.84
3	chr2R	peak_4_3	chrStart	+	57	52.6712643678161	1.18919609950245	01_NOT_SIG	43.68	2.3	17.25	8.05	24.14	4.6
3	chr3L	peak_1081_3	chrStart	+	70	54.1751633986928	2.43396019729262	03_NOT_IMB	77.78	1.96	3.27	0.65	13.08	3.27
2	chr3R	peak_2_9	chrStart	+	74	42.9604651162791	1.68611719474591	01_NOT_SIG	15.12	39.53	28.49	9.89	4.65	2.33
1	chr3L	peak_117_8	chrStart	+	56	21.4285714285714	0.558390428434578	01_NOT_SIG	25.0	44.05	9.52	5.95	14.28	1.19
2	chr3R	peak_5_2	chrStart	+	30	48.5343511450382	1.74433950816223	01_NOT_SIG	25.95	51.91	5.34	3.05	11.45	2.29
1	chr3L	peak_369_5	chrStart	+	85	0	0.188987382206016	01_NOT_SIG	11.9	35.71	21.43	19.04	11.9	0.0
3	chr2L	peak_1952_1	chrStart	+	48	66.7744525547445	3.05858902297454	03_NOT_IMB	47.45	20.44	9.49	0	17.52	5.11
2	chr2L	peak_4164_3	chrStart	+	79	38.0690721649485	0.722274378171292	01_NOT_SIG	18.56	35.05	12.37	16.5	14.43	3.09
1	chr2L	peak_546_2	chrStart	+	92	0	0.279738763316817	01_NOT_SIG	14.29	5.95	61.9	4.76	13.09	0.0
2	chrX	peak_158_2	chrStart	+	118	47.5	1.04886945882225	01_NOT_SIG	59.21	6.58	9.21	3.95	18.42	2.63
3	chr3L	peak_2553_3	chrStart	+	82	63.9951807228916	1.43102779761085	01_NOT_SIG	30.12	3.61	32.53	4.81	24.1	4.82
2	chr2R	peak_427_2	chrStart	+	72	48.75	0.743801604787926	01_NOT_SIG	30.3	9.09	10.61	7.58	37.88	4.55
4	chr3R	peak_2782_6	chrStart	+	52	78.6094488188976	4.96512089955197	03_NOT_IMB	69.29	3.94	10.24	0	11.02	5.51
1	chr3R	peak_1139_2	chrStart	+	51	23.437984496124	1.61374462841612	01_NOT_SIG	66.93	15.5	13.69	0.78	2.84	0.26
1	chr2L	peak_343_8	chrStart	+	109	17.3634146341463	0.35688356451598	01_NOT_SIG	39.02	6.1	29.27	7.32	17.08	1.22
1	chr3R	peak_1983_1	chrStart	+	78	18.5823529411765	0.361618638391236	01_NOT_SIG	58.82	0.0	15.69	0	24.51	0.98
1	chr3L	peak_1782_3	chrStart	+	90	21.0537084398977	0.801891889053912	01_NOT_SIG	46.29	18.67	20.71	3.07	10.48	0.77
2	chr3R	peak_1512_2	chrStart	+	100	39.5065420560748	1.33332926187149	01_NOT_SIG	79.44	0.93	4.67	0	13.08	1.87
1	chr3R	peak_3046_5	chrStart	+	188	0	0.357061255067001	01_NOT_SIG	17.74	29.03	35.48	11.29	6.45	0.0
3	chr2L	peak_2881_2	chrStart	+	44	64	4.30857087529741	03_NOT_IMB	57.41	21.76	9.72	1.85	6.48	2.78
3	chr3R	peak_2644_1	chrStart	+	45	70.7653225806452	3.66121099872216	03_NOT_IMB	50.0	7.26	4.84	0	26.61	11.29
2	chr2R	peak_74_3	chrStart	+	81	46.31	1.24063966427044	01_NOT_SIG	48.0	12.0	18	2	18	2.0
4	chr3L	peak_2944_6	chrStart	+	62	93.3180327868852	6.37703610346128	03_NOT_IMB	16.39	21.31	16.39	4.92	19.67	21.31
3	chr3L	peak_1747_1	chrStart	+	50	58.835421686747	5.30362745758421	02_IMB	2.53	51.2	9.88	13.01	17.71	5.66
3	chr2L	peak_870_4	chrStart	+	109	57.5	1.13959641730067	01_NOT_SIG	5.71	28.57	32.86	15.72	12.86	4.29
1	chr2L	peak_580_5	chrStart	+	105	21.8727272727273	0.781648047802858	01_NOT_SIG	12.34	40.26	33.76	9.74	3.25	0.65
1	chr2L	peak_1112_9	chrStart	+	106	0	0.116945104062534	01_NOT_SIG	23.81	15.87	25.4	15.88	19.05	0.0
2	chr3R	peak_2240_5	chrStart	+	59	43.5835164835165	1.28523970111971	01_NOT_SIG	23.08	24.18	34.07	6.59	9.89	2.2
2	chr3R	peak_4339_2	chrStart	+	144	26.15875	0.697974966435237	01_NOT_SIG	66.25	0.0	12.5	2.5	17.5	1.25
4	chrX	peak_1136_2	chrStart	+	59	90.675	1.44917047658511	01_NOT_SIG	0.0	4.41	20.59	2.94	60.29	11.76
3	chr3R	peak_4034_2	chrStart	+	37	62.8722891566265	1.09812238681364	01_NOT_SIG	15.66	2.41	28.92	7.23	42.17	3.61
4	chr3L	peak_2944_7	chrStart	+	46	92.8615384615385	6.21529098954239	03_NOT_IMB	12.31	29.23	12.31	4.62	21.54	20.0
4	chr2L	peak_241_12	chrStart	+	34	99.9953642384106	100	02_IMB	54.3	23.18	9.94	3.31	5.3	3.97
1	chr2L	peak_1849_5	chrStart	+	165	0	0.133623137616485	01_NOT_SIG	19.44	11.11	30.56	8.34	30.56	0.0
1	chr3R	peak_7_2	chrStart	+	107	14.6716216216216	0.357588510959079	01_NOT_SIG	54.05	4.05	19.59	2.03	19.59	0.68
2	chr2L	peak_1319_2	chrStart	+	57	45.4883116883117	0.642506100475734	01_NOT_SIG	36.36	1.95	7.79	1.3	49.36	3.25
2	chr3R	peak_404_1	chrStart	+	64	47.6344262295082	1.54629873639262	01_NOT_SIG	42.08	3.28	27.87	2.73	20.22	3.83
3	chr2L	peak_2337_1	chrStart	+	46	52.275	1.56889743928614	01_NOT_SIG	26.09	20.65	28.26	6.52	15.76	2.72
3	chr3R	peak_621_1	chrStart	+	59	62.2743016759777	1.3773731644183	01_NOT_SIG	45.25	3.35	10.61	2.24	34.07	4.47
3	chr3R	peak_2362_3	chrStart	+	77	51.330612244898	2.07304060843612	03_NOT_IMB	12.93	32.65	38.09	6.12	7.48	2.72
2	chr3L	peak_820_6	chrStart	+	49	48.1481481481481	1.53162521685106	01_NOT_SIG	33.33	34.57	16.05	7.4	6.17	2.47
4	chr2R	peak_293_5	chrStart	+	53	84.1636363636364	1.94247258289229	01_NOT_SIG	28.03	14.39	3.03	3.03	44.7	6.82
3	chr3L	peak_258_7	chrStart	+	46	66.6666666666667	2.6334630905911	02_IMB	64.78	11.95	10.7	0.63	10.07	1.89
2	chr3R	peak_3256_3	chrStart	+	53	46.7712	1.42740625465387	01_NOT_SIG	64.0	4.8	5.6	3.2	18.4	4.0
4	chr3L	peak_2673_5	chrStart	+	85	84.417816091954	5.93502829559455	03_NOT_IMB	81.03	2.87	8.62	0.57	4.02	2.87
3	chr2L	peak_93_3	chrStart	+	76	59.2545454545455	2.31271008231498	03_NOT_IMB	20.91	47.27	13.64	6.36	8.19	3.64
1	chr2L	peak_5449_1	chrStart	+	82	0	0.405122592512969	01_NOT_SIG	45.36	14.21	30.6	2.74	7.1	0.0
4	chr2L	peak_5465_1	chrStart	+	47	84.205	5.56274625180349	03_NOT_IMB	43.33	7.5	30.83	0.83	10.84	6.67
2	chr3R	peak_1159_5	chrStart	+	53	30.2538461538462	0.166544398738624	01_NOT_SIG	31.41	5.13	19.23	2.56	39.1	2.56
3	chr3R	peak_584_1	chrStart	+	47	67.5988023952096	1.87923694879545	01_NOT_SIG	15.57	2.99	17.97	2.4	53.9	7.19
2	chr2R	peak_1262_4	chrStart	+	56	45.4571428571429	1.56351094332447	01_NOT_SIG	77.14	2.86	5.72	0	12.38	1.9
3	chr2L	peak_946_2	chrStart	+	32	70	3.73552988012325	03_NOT_IMB	80.71	3.57	5.72	0.71	6.43	2.86
3	chr2R	peak_485_4	chrStart	+	46	66.3488549618321	3.4273260243078	03_NOT_IMB	24.43	43.51	14.51	6.1	6.87	4.58
3	chrX	peak_2402_6	chrStart	+	45	66	1.54715808569642	01_NOT_SIG	59.74	6.49	5.2	2.6	22.08	3.9
1	chr2R	peak_3460_4	chrStart	+	82	16.676	0.396759508878545	01_NOT_SIG	32.0	29.0	17	6	15	1.0
4	chr3L	peak_1099_3	chrStart	+	47	91.4285714285714	5.46188587443857	03_NOT_IMB	12.24	69.39	10.2	3.06	1.02	4.08
3	chrX	peak_13_2	chrStart	+	52	73.3390625	2.59842206355313	03_NOT_IMB	67.19	1.56	14.06	3.12	9.37	4.69
2	chr3R	peak_299_5	chrStart	+	77	30	1.01030405121215	01_NOT_SIG	18.6	38.37	29.07	3.49	9.31	1.16
1	chr3L	peak_164_8	chrStart	+	112	0	0.394722592283165	01_NOT_SIG	67.02	11.7	7.44	3.19	10.64	0.0
1	chr3R	peak_4967_5	chrStart	+	64	0	0.145036157544192	01_NOT_SIG	54.24	3.39	13.56	8.47	20.34	0.0
2	chr2R	peak_1920_1	chrStart	+	51	34.5480198019802	1.58980191897803	01_NOT_SIG	80.2	5.94	4.46	0.99	7.43	0.99
2	chr2L	peak_18_1	chrStart	+	171	35.8642335766423	0.350271085193098	01_NOT_SIG	0.73	27.01	30.66	21.17	18.98	1.46
2	chr3L	peak_1092_3	chrStart	+	69	44.8344	0.989680085426782	01_NOT_SIG	24.0	13.6	31.2	10.4	16.8	4.0
3	chr3R	peak_4339_10	chrStart	+	39	52.9467032967033	2.63318662811675	03_NOT_IMB	81.32	2.75	1.1	1.1	10.98	2.75
3	chr2R	peak_1080_1	chrStart	+	33	61.7291666666667	2.55143524085799	02_IMB	11.46	50.0	17.7	5.21	13.02	2.6
1	chr3L	peak_1401_5	chrStart	+	92	0	0.392349383685871	01_NOT_SIG	49.46	6.45	30.11	8.6	5.38	0.0
3	chr2R	peak_38_9	chrStart	+	63	60.321582733813	2.7347127478263	03_NOT_IMB	41.73	18.71	25.9	1.44	9.35	2.88
1	chr3R	peak_2569_3	chrStart	+	81	0	0.325472716231901	01_NOT_SIG	35.38	30.0	19.23	2.31	13.08	0.0
3	chr2R	peak_771_3	chrStart	+	59	60	2.60954110531042	03_NOT_IMB	15.08	53.97	23.8	3.17	2.38	1.59
3	chr3L	peak_15_10	chrStart	+	41	54.5426751592357	2.54645372319833	03_NOT_IMB	9.55	63.06	17.2	5.09	3.18	1.91
3	chr3R	peak_4510_1	chrStart	+	61	73.1168316831683	3.74339742005233	02_IMB	9.41	53.47	20.3	7.43	6.44	2.97
4	chr3L	peak_705_4	chrStart	+	54	84.3860655737705	1.75229789730156	01_NOT_SIG	19.67	6.56	7.38	0.82	54.92	10.66
3	chr2R	peak_3416_2	chrStart	+	48	51.9272727272727	1.76019011410919	01_NOT_SIG	32.32	27.27	22.22	9.09	6.06	3.03
4	chr2R	peak_23_5	chrStart	+	35	79.9043859649123	3.32830265077861	02_IMB	20.18	30.7	6.14	4.38	30.7	7.89
3	chr2R	peak_1137_2	chrStart	+	46	56.046875	1.86226418805333	01_NOT_SIG	11.46	46.88	23.96	10.42	4.17	3.12
3	chr3R	peak_4339_11	chrStart	+	50	52.2702380952381	2.37983230416267	03_NOT_IMB	80.36	2.38	3.57	0.6	10.71	2.38
2	chr2L	peak_18_10	chrStart	+	40	42.8506329113924	2.71175444710824	02_IMB	47.89	20.89	17.93	2.11	9.7	1.48
3	chr3R	peak_3492_3	chrStart	+	48	57.1379310344828	2.24086672353309	03_NOT_IMB	43.97	12.93	25.87	3.45	10.35	3.45
2	chr3R	peak_168_8	chrStart	+	64	31.8137931034483	0.733113279207489	01_NOT_SIG	42.53	26.44	6.9	5.75	16.1	2.3
2	chr3L	peak_496_1	chrStart	+	44	48.1506493506493	1.48910387876065	01_NOT_SIG	59.74	11.69	11.69	2.6	11.69	2.6
3	chr3R	peak_4057_1	chrStart	+	42	68.0184782608696	1.33324992875189	01_NOT_SIG	32.61	3.26	8.7	3.8	49.45	2.17
1	chr3R	peak_2259_4	chrStart	+	102	0	0.544307644590586	01_NOT_SIG	32.0	22.0	36	6	4	0.0
2	chr3R	peak_3545_2	chrStart	+	82	27.2727272727273	0.424674433029016	01_NOT_SIG	25.0	15.91	25	6.82	25	2.27
2	chr3R	peak_3325_6	chrStart	+	58	42.8808219178082	0.802380655840129	01_NOT_SIG	10.96	45.21	12.32	17.12	11.64	2.74
1	chr3L	peak_3828_5	chrStart	+	68	24.2461538461538	0.71257666643031	01_NOT_SIG	65.93	1.1	15.38	3.3	13.19	1.1
