fname	D-D	N-N	D-N-N-D	T-N-N-T	T-D-D-T	T-T	qid	dist
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_72_lex_300_rex_300_site_peak_1036_10_cobinding.tsv	32.98	21.28	20.21	10.64	11.7	3.19	3	72
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_47_lex_300_rex_300_site_peak_2518_7_cobinding.tsv	36.64	34.35	16.03	3.06	6.11	3.82	3	47
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_56_lex_300_rex_300_site_peak_802_9_cobinding.tsv	36.22	29.13	19.68	1.57	9.44	3.94	3	56
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_82_lex_300_rex_300_site_peak_3319_3_cobinding.tsv	39.58	2.08	12.5	6.25	31.25	8.33	3	82
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_95_lex_300_rex_300_site_peak_63_3_cobinding.tsv	37.65	23.53	17.65	4.7	11.76	4.71	3	95
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_58_lex_300_rex_300_site_peak_4446_5_cobinding.tsv	77.27	4.55	6.82	1.14	7.96	2.27	3	58
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_185_lex_300_rex_300_site_peak_66_4_cobinding.tsv	0.0	19.05	17.01	24.49	31.29	8.16	3	185
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_63_lex_300_rex_300_site_peak_2133_3_cobinding.tsv	21.43	37.14	27.14	7.14	4.29	2.86	3	63
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_64_lex_300_rex_300_site_peak_2133_5_cobinding.tsv	5.68	55.68	25	10.23	1.14	2.27	3	64
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_82_lex_300_rex_300_site_peak_2649_1_cobinding.tsv	13.64	24.24	31.82	12.13	12.13	6.06	3	82
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_55_lex_300_rex_300_site_peak_4039_1_cobinding.tsv	6.98	43.02	22.09	3.49	20.93	3.49	3	55
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_3509_2_cobinding.tsv	66.18	4.41	8.82	1.47	14.7	4.41	3	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_84_lex_300_rex_300_site_peak_2219_2_cobinding.tsv	17.28	37.04	25.93	7.41	7.41	4.94	3	84
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_45_lex_300_rex_300_site_peak_1021_6_cobinding.tsv	68.75	4.46	8.93	0.89	12.5	4.46	3	45
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_36_lex_300_rex_300_site_peak_1792_4_cobinding.tsv	13.99	51.75	11.19	9.09	9.09	4.9	3	36
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_160_lex_300_rex_300_site_peak_2268_3_cobinding.tsv	17.65	9.24	52.1	10.08	5.88	5.04	3	160
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_30_lex_300_rex_300_site_peak_3189_4_cobinding.tsv	51.14	20.45	9.09	1.14	13.63	4.55	3	30
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_134_lex_300_rex_300_site_peak_1221_3_cobinding.tsv	63.64	0.0	21.22	3.03	9.1	3.03	3	134
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_95_lex_300_rex_300_site_peak_4744_11_cobinding.tsv	47.52	2.97	12.87	3.96	23.76	8.91	3	95
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_78_lex_300_rex_300_site_peak_1145_6_cobinding.tsv	3.81	60.0	19.04	10.47	3.8	2.86	3	78
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_87_lex_300_rex_300_site_peak_2829_1_cobinding.tsv	42.86	7.94	23.8	7.94	11.11	6.35	3	87
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_53_lex_300_rex_300_site_peak_1830_7_cobinding.tsv	67.14	14.29	5.71	1.43	8.57	2.86	3	53
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_1200_5_cobinding.tsv	33.33	20.83	26.04	4.16	11.46	4.17	3	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_189_lex_300_rex_300_site_peak_613_1_cobinding.tsv	18.49	10.08	61.34	3.36	5.04	1.68	3	189
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_67_lex_300_rex_300_site_peak_2304_8_cobinding.tsv	6.78	36.43	24.12	17.09	9.05	6.53	3	67
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_41_lex_300_rex_300_site_peak_4180_5_cobinding.tsv	48.19	7.23	19.28	3.61	18.07	3.61	3	41
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_57_lex_300_rex_300_site_peak_1099_9_cobinding.tsv	49.41	15.29	12.95	5.88	10.59	5.88	3	57
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_41_lex_300_rex_300_site_peak_4357_3_cobinding.tsv	74.15	4.76	4.76	0.68	12.24	3.4	3	41
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_60_lex_300_rex_300_site_peak_310_6_cobinding.tsv	9.85	52.71	21.18	6.9	5.91	3.45	3	60
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_42_lex_300_rex_300_site_peak_310_7_cobinding.tsv	12.5	53.57	17.41	6.25	4.91	5.36	3	42
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_41_lex_300_rex_300_site_peak_403_4_cobinding.tsv	58.5	19.73	9.52	0	10.2	2.04	3	41
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_38_lex_300_rex_300_site_peak_1647_1_cobinding.tsv	59.78	4.35	5.43	1.09	23.91	5.43	3	38
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_60_lex_300_rex_300_site_peak_1647_1_cobinding.tsv	57.32	2.44	8.54	1.22	21.95	8.54	3	60
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_54_lex_300_rex_300_site_peak_1972_3_cobinding.tsv	63.24	2.94	8.82	4.41	14.7	5.88	3	54
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_45_lex_300_rex_300_site_peak_5133_10_cobinding.tsv	66.67	3.17	9.52	6.35	11.11	3.17	3	45
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_60_lex_300_rex_300_site_peak_5133_10_cobinding.tsv	63.64	3.64	12.73	3.64	10.91	5.45	3	60
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_70_lex_300_rex_300_site_peak_2837_6_cobinding.tsv	53.26	14.13	22.83	1.09	6.52	2.17	3	70
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_58_lex_300_rex_300_site_peak_2837_7_cobinding.tsv	55.05	15.6	19.26	0.92	7.34	1.83	3	58
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_66_lex_300_rex_300_site_peak_2928_4_cobinding.tsv	50.65	14.29	15.59	0	15.58	3.9	3	66
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_45_lex_300_rex_300_site_peak_2987_12_cobinding.tsv	7.08	60.18	19.47	6.19	4.42	2.65	3	45
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_44_lex_300_rex_300_site_peak_146_4_cobinding.tsv	34.39	31.85	13.37	2.55	12.74	5.1	3	44
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_69_lex_300_rex_300_site_peak_146_5_cobinding.tsv	29.83	17.68	19.34	7.73	18.23	7.18	3	69
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_87_lex_300_rex_300_site_peak_115_2_cobinding.tsv	48.78	13.01	17.89	2.44	15.45	2.44	3	87
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_151_lex_300_rex_300_site_peak_115_3_cobinding.tsv	62.64	2.2	23.08	2.2	6.6	3.3	3	151
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_108_lex_300_rex_300_site_peak_115_4_cobinding.tsv	50.0	7.02	17.54	3.5	17.55	4.39	3	108
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_519_8_cobinding.tsv	6.42	63.3	17.43	6.42	3.67	2.75	3	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_36_lex_300_rex_300_site_peak_443_6_cobinding.tsv	25.64	6.41	2.56	1.28	58.97	5.13	3	36
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_45_lex_300_rex_300_site_peak_23_3_cobinding.tsv	40.91	32.58	9.85	2.28	9.09	5.3	3	45
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_107_lex_300_rex_300_site_peak_3256_6_cobinding.tsv	31.58	5.26	14.48	3.95	38.16	6.58	3	107
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_120_lex_300_rex_300_site_peak_3256_6_cobinding.tsv	25.71	5.71	14.29	5.72	41.43	7.14	3	120
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_48_lex_300_rex_300_site_peak_3256_8_cobinding.tsv	40.43	9.57	10.64	3.19	29.79	6.38	3	48
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_35_lex_300_rex_300_site_peak_3256_9_cobinding.tsv	28.09	14.61	5.62	6.74	32.58	12.36	3	35
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_43_lex_300_rex_300_site_peak_3256_11_cobinding.tsv	35.23	13.64	5.68	5.68	30.69	9.09	3	43
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_39_lex_300_rex_300_site_peak_1170_3_cobinding.tsv	60.45	15.25	10.17	1.13	11.3	1.69	3	39
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_56_lex_300_rex_300_site_peak_1731_1_cobinding.tsv	50.72	17.39	11.59	1.45	14.49	4.35	3	56
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_34_lex_300_rex_300_site_peak_47_1_cobinding.tsv	14.47	56.58	14.47	5.27	6.58	2.63	3	34
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_60_lex_300_rex_300_site_peak_1501_1_cobinding.tsv	10.53	46.05	26.31	6.58	7.9	2.63	3	60
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_83_lex_300_rex_300_site_peak_135_4_cobinding.tsv	50.5	19.8	17.82	1.98	6.93	2.97	3	83
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_53_lex_300_rex_300_site_peak_1517_5_cobinding.tsv	70.0	1.67	8.34	0	15	5.0	3	53
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_189_lex_300_rex_300_site_peak_16_1_cobinding.tsv	5.45	32.73	30.91	18.19	7.27	5.45	3	189
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_57_lex_300_rex_300_site_peak_2328_1_cobinding.tsv	33.78	2.7	4.05	4.05	48.64	6.76	3	57
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_99_lex_300_rex_300_site_peak_974_1_cobinding.tsv	15.79	28.07	29.83	17.55	5.26	3.51	3	99
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_77_lex_300_rex_300_site_peak_518_5_cobinding.tsv	26.67	40.0	11.11	6.66	11.11	4.44	3	77
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_65_lex_300_rex_300_site_peak_142_2_cobinding.tsv	27.03	28.38	28.37	4.05	8.1	4.05	3	65
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_66_lex_300_rex_300_site_peak_1537_8_cobinding.tsv	3.03	27.27	22.73	22.73	19.7	4.55	3	66
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_34_lex_300_rex_300_site_peak_3577_3_cobinding.tsv	57.29	17.71	4.16	5.21	11.46	4.17	3	34
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_50_lex_300_rex_300_site_peak_146_3_cobinding.tsv	35.11	29.77	19.85	4.58	6.87	3.82	3	50
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_101_lex_300_rex_300_site_peak_839_5_cobinding.tsv	9.46	8.11	12.16	16.21	40.54	13.51	3	101
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_61_lex_300_rex_300_site_peak_3256_4_cobinding.tsv	73.95	5.04	5.88	1.68	10.08	3.36	3	61
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_70_lex_300_rex_300_site_peak_3199_2_cobinding.tsv	57.45	0.0	21.28	2.13	14.89	4.26	3	70
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_49_lex_300_rex_300_site_peak_1963_8_cobinding.tsv	44.0	19.2	24.8	3.2	5.6	3.2	3	49
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_42_lex_300_rex_300_site_peak_4223_1_cobinding.tsv	85.34	0.86	1.72	0.86	8.62	2.59	3	42
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_56_lex_300_rex_300_site_peak_1286_2_cobinding.tsv	63.27	10.2	6.12	2.04	14.28	4.08	3	56
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_56_lex_300_rex_300_site_peak_1286_4_cobinding.tsv	39.62	9.43	7.55	7.55	30.19	5.66	3	56
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_121_lex_300_rex_300_site_peak_3289_1_cobinding.tsv	57.95	0.0	19.32	3.41	14.77	4.55	3	121
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_57_lex_300_rex_300_site_peak_487_4_cobinding.tsv	60.23	12.5	10.23	0	13.64	3.41	3	57
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_56_lex_300_rex_300_site_peak_369_5_cobinding.tsv	15.69	39.22	23.53	9.8	7.84	3.92	3	56
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_61_lex_300_rex_300_site_peak_3629_7_cobinding.tsv	11.36	53.41	18.18	9.09	4.55	3.41	3	61
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_62_lex_300_rex_300_site_peak_3973_8_cobinding.tsv	84.06	5.8	4.35	1.44	2.9	1.45	3	62
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_83_lex_300_rex_300_site_peak_376_2_cobinding.tsv	51.02	14.29	10.2	4.08	14.28	6.12	3	83
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_94_lex_300_rex_300_site_peak_4339_13_cobinding.tsv	19.51	1.22	41.46	1.22	31.71	4.88	3	94
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_71_lex_300_rex_300_site_peak_4339_14_cobinding.tsv	17.86	1.19	39.29	1.19	34.52	5.95	3	71
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_3325_6_cobinding.tsv	24.05	42.41	23.41	5.69	1.9	2.53	3	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_65_lex_300_rex_300_site_peak_1511_4_cobinding.tsv	23.97	1.65	6.61	5.79	57.02	4.96	3	65
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_100_lex_300_rex_300_site_peak_1511_4_cobinding.tsv	23.47	2.04	5.1	4.08	60.2	5.1	3	100
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_204_lex_300_rex_300_site_peak_1689_2_cobinding.tsv	5.88	5.88	23.53	38.23	17.65	8.82	3	204
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_96_lex_300_rex_300_site_peak_4495_6_cobinding.tsv	63.44	2.15	8.6	3.23	18.28	4.3	3	96
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_57_lex_300_rex_300_site_peak_4495_7_cobinding.tsv	72.32	3.57	5.36	1.79	12.5	4.46	3	57
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_78_lex_300_rex_300_site_peak_3193_7_cobinding.tsv	30.91	5.45	17.28	3.64	33.64	9.09	3	78
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_38_lex_300_rex_300_site_peak_3193_8_cobinding.tsv	58.78	6.87	3.05	0.76	25.19	5.34	3	38
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_3193_7_cobinding.tsv	40.56	6.99	14.69	1.4	30.77	5.59	3	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_54_lex_300_rex_300_site_peak_2232_3_cobinding.tsv	45.57	5.06	7.59	1.27	29.11	11.39	3	54
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_62_lex_300_rex_300_site_peak_1302_10_cobinding.tsv	50.6	12.05	18.07	2.41	12.04	4.82	3	62
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_79_lex_300_rex_300_site_peak_1302_10_cobinding.tsv	46.15	11.54	20.51	3.85	14.1	3.85	3	79
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_40_lex_300_rex_300_site_peak_3714_2_cobinding.tsv	22.22	33.33	26.39	4.17	8.34	5.56	3	40
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_70_lex_300_rex_300_site_peak_3440_1_cobinding.tsv	68.29	1.22	6.1	1.22	18.29	4.88	3	70
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_57_lex_300_rex_300_site_peak_683_8_cobinding.tsv	25.33	29.33	17.34	5.33	18.66	4.0	3	57
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_56_lex_300_rex_300_site_peak_1640_1_cobinding.tsv	18.57	34.29	14.28	7.15	18.57	7.14	3	56
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_82_lex_300_rex_300_site_peak_127_4_cobinding.tsv	38.1	3.17	4.76	7.94	39.68	6.35	3	82
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_45_lex_300_rex_300_site_peak_1249_6_cobinding.tsv	55.41	20.27	6.75	1.35	12.16	4.05	3	45
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_85_lex_300_rex_300_site_peak_1178_4_cobinding.tsv	39.47	7.89	28.94	5.26	13.15	5.26	3	85
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_41_lex_300_rex_300_site_peak_255_3_cobinding.tsv	37.68	28.99	17.39	7.25	5.8	2.9	3	41
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_100_lex_300_rex_300_site_peak_247_5_cobinding.tsv	3.33	56.67	26.66	8.33	1.67	3.33	3	100
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_70_lex_300_rex_300_site_peak_286_8_cobinding.tsv	14.29	30.16	30.16	4.76	15.87	4.76	3	70
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_82_lex_300_rex_300_site_peak_1107_6_cobinding.tsv	21.43	16.33	16.33	10.2	28.57	7.14	3	82
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_146_lex_300_rex_300_site_peak_146_6_cobinding.tsv	0.87	10.43	24.35	11.31	46.96	6.09	3	146
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_134_lex_300_rex_300_site_peak_146_7_cobinding.tsv	33.33	19.54	25.29	10.34	8.05	3.45	3	134
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_54_lex_300_rex_300_site_peak_1915_8_cobinding.tsv	19.64	0.0	16.07	3.57	50	10.71	3	54
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_49_lex_300_rex_300_site_peak_184_3_cobinding.tsv	24.73	13.98	13.98	11.83	29.03	6.45	3	49
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_35_lex_300_rex_300_site_peak_3993_1_cobinding.tsv	67.69	4.62	4.62	0	18.46	4.62	3	35
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_52_lex_300_rex_300_site_peak_13_2_cobinding.tsv	67.19	1.56	14.06	3.12	9.37	4.69	3	52
annotated_cobinding_status/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_199_lf_15_rf_15_sec_peak_at_108_lex_300_rex_300_site_peak_1016_7_cobinding.tsv	57.14	6.35	11.11	0	20.63	4.76	3	108
