file_name_without_sam_flag	total_reads	total_naked	total_tf	total_nuc	occup_naked	occup_tf	occup_nuc	total_discard	occup_discard
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2665_1_binding_label.cond8.tsv	129	29	3	93	22.48	2.33	72.09	4	3.1
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_405_3_binding_label.cond8.tsv	261	65	23	166	24.9	8.81	63.6	7	2.68
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1767_1_binding_label.cond8.tsv	123	10	6	104	8.13	4.88	84.55	3	2.44
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4340_1_binding_label.cond8.tsv	129	19	7	93	14.73	5.43	72.09	10	7.75
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1878_1_binding_label.cond8.tsv	86	28	2	53	32.56	2.33	61.63	3	3.49
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5210_3_binding_label.cond8.tsv	89	53	5	30	59.55	5.62	33.71	1	1.12
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5227_1_binding_label.cond8.tsv	123	13	4	100	10.57	3.25	81.3	6	4.88
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_463_2_binding_label.cond8.tsv	145	40	28	70	27.59	19.31	48.28	7	4.83
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3982_1_binding_label.cond8.tsv	68	9	4	51	13.24	5.88	75.0	4	5.88
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2981_7_binding_label.cond8.tsv	108	41	6	54	37.96	5.56	50.0	7	6.48
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_939_2_binding_label.cond8.tsv	103	38	8	56	36.89	7.77	54.37	1	0.97
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2280_1_binding_label.cond8.tsv	119	3	1	108	2.52	0.84	90.76	7	5.88
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4654_2_binding_label.cond8.tsv	90	49	4	30	54.44	4.44	33.33	7	7.78
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5243_1_binding_label.cond8.tsv	103	8	3	86	7.77	2.91	83.5	6	5.83
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1295_3_binding_label.cond8.tsv	106	22	6	74	20.75	5.66	69.81	4	3.77
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3386_1_binding_label.cond8.tsv	137	8	6	118	5.84	4.38	86.13	5	3.65
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5088_3_binding_label.cond8.tsv	122	18	12	82	14.75	9.84	67.21	10	8.2
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4232_3_binding_label.cond8.tsv	163	17	12	126	10.43	7.36	77.3	8	4.91
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4299_1_binding_label.cond8.tsv	49	35	3	10	71.43	6.12	20.41	1	2.04
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4717_4_binding_label.cond8.tsv	74	56	1	15	75.68	1.35	20.27	2	2.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5025_3_binding_label.cond8.tsv	143	80	34	27	55.94	23.78	18.88	2	1.4
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5374_2_binding_label.cond8.tsv	87	43	10	32	49.43	11.49	36.78	2	2.3
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1453_3_binding_label.cond8.tsv	112	20	7	82	17.86	6.25	73.21	3	2.68
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_940_1_binding_label.cond8.tsv	31	24	2	4	77.42	6.45	12.9	1	3.23
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3549_2_binding_label.cond8.tsv	57	27	8	22	47.37	14.04	38.6	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2589_1_binding_label.cond8.tsv	78	1	1	73	1.28	1.28	93.59	3	3.85
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1607_4_binding_label.cond8.tsv	125	2	3	97	1.6	2.4	77.6	23	18.4
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2347_5_binding_label.cond8.tsv	96	52	2	40	54.17	2.08	41.67	2	2.08
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1428_2_binding_label.cond8.tsv	420	209	18	176	49.76	4.29	41.9	17	4.05
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4918_4_binding_label.cond8.tsv	147	30	14	101	20.41	9.52	68.71	2	1.36
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4769_2_binding_label.cond8.tsv	171	24	6	137	14.04	3.51	80.12	4	2.34
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_315_1_binding_label.cond8.tsv	116	67	5	40	57.76	4.31	34.48	4	3.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1343_4_binding_label.cond8.tsv	320	70	24	220	21.88	7.5	68.75	6	1.88
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3967_1_binding_label.cond8.tsv	84	17	1	66	20.24	1.19	78.57	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4077_1_binding_label.cond8.tsv	80	10	0	67	12.5	0.0	83.75	3	3.75
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5014_1_binding_label.cond8.tsv	42	6	1	35	14.29	2.38	83.33	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_726_5_binding_label.cond8.tsv	163	9	7	143	5.52	4.29	87.73	4	2.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_717_2_binding_label.cond8.tsv	45	6	4	35	13.33	8.89	77.78	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2634_2_binding_label.cond8.tsv	140	20	7	106	14.29	5.0	75.71	7	5.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4170_1_binding_label.cond8.tsv	126	34	1	84	26.98	0.79	66.67	7	5.56
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1440_1_binding_label.cond8.tsv	136	20	7	108	14.71	5.15	79.41	1	0.74
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2189_1_binding_label.cond8.tsv	60	6	2	50	10.0	3.33	83.33	2	3.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4272_3_binding_label.cond8.tsv	90	33	1	53	36.67	1.11	58.89	3	3.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5372_2_binding_label.cond8.tsv	123	89	19	12	72.36	15.45	9.76	3	2.44
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4845_1_binding_label.cond8.tsv	76	14	3	56	18.42	3.95	73.68	3	3.95
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1982_5_binding_label.cond8.tsv	146	104	11	30	71.23	7.53	20.55	1	0.68
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2010_3_binding_label.cond8.tsv	87	1	5	78	1.15	5.75	89.66	3	3.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5039_1_binding_label.cond8.tsv	73	14	4	54	19.18	5.48	73.97	1	1.37
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3331_2_binding_label.cond8.tsv	194	23	5	162	11.86	2.58	83.51	4	2.06
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2404_1_binding_label.cond8.tsv	321	84	15	211	26.17	4.67	65.73	11	3.43
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3055_1_binding_label.cond8.tsv	162	15	13	134	9.26	8.02	82.72	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_693_1_binding_label.cond8.tsv	291	12	1	265	4.12	0.34	91.07	13	4.47
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1199_2_binding_label.cond8.tsv	223	32	5	177	14.35	2.24	79.37	9	4.04
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_856_2_binding_label.cond8.tsv	53	9	1	43	16.98	1.89	81.13	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4218_1_binding_label.cond8.tsv	97	13	10	68	13.4	10.31	70.1	6	6.19
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1570_7_binding_label.cond8.tsv	125	100	3	21	80.0	2.4	16.8	1	0.8
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4212_1_binding_label.cond8.tsv	114	11	2	95	9.65	1.75	83.33	6	5.26
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4521_1_binding_label.cond8.tsv	60	24	10	21	40.0	16.67	35.0	5	8.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1349_1_binding_label.cond8.tsv	223	66	15	140	29.6	6.73	62.78	2	0.9
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2978_1_binding_label.cond8.tsv	150	6	6	129	4.0	4.0	86.0	9	6.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2111_3_binding_label.cond8.tsv	110	44	1	64	40.0	0.91	58.18	1	0.91
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5153_1_binding_label.cond8.tsv	77	1	0	75	1.3	0.0	97.4	1	1.3
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5405_1_binding_label.cond8.tsv	71	14	7	47	19.72	9.86	66.2	3	4.23
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5103_4_binding_label.cond8.tsv	73	36	7	27	49.32	9.59	36.99	3	4.11
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4564_4_binding_label.cond8.tsv	129	3	9	110	2.33	6.98	85.27	7	5.43
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2676_1_binding_label.cond8.tsv	62	37	2	17	59.68	3.23	27.42	6	9.68
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5194_1_binding_label.cond8.tsv	42	5	4	31	11.9	9.52	73.81	2	4.76
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4383_1_binding_label.cond8.tsv	140	21	12	103	15.0	8.57	73.57	4	2.86
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3074_6_binding_label.cond8.tsv	46	1	12	31	2.17	26.09	67.39	2	4.35
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1667_1_binding_label.cond8.tsv	92	1	0	89	1.09	0.0	96.74	2	2.17
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1427_1_binding_label.cond8.tsv	62	11	3	44	17.74	4.84	70.97	4	6.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1493_2_binding_label.cond8.tsv	200	94	19	81	47.0	9.5	40.5	6	3.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3625_4_binding_label.cond8.tsv	58	7	2	47	12.07	3.45	81.03	2	3.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1327_1_binding_label.cond8.tsv	69	2	0	67	2.9	0.0	97.1	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4620_1_binding_label.cond8.tsv	135	9	14	107	6.67	10.37	79.26	5	3.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_347_1_binding_label.cond8.tsv	125	76	6	37	60.8	4.8	29.6	6	4.8
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2595_1_binding_label.cond8.tsv	143	28	6	105	19.58	4.2	73.43	4	2.8
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5103_5_binding_label.cond8.tsv	107	61	4	37	57.01	3.74	34.58	5	4.67
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3845_1_binding_label.cond8.tsv	126	18	10	95	14.29	7.94	75.4	3	2.38
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2081_5_binding_label.cond8.tsv	132	102	7	19	77.27	5.3	14.39	4	3.03
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1188_1_binding_label.cond8.tsv	107	7	1	93	6.54	0.93	86.92	6	5.61
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3630_5_binding_label.cond8.tsv	120	20	1	95	16.67	0.83	79.17	4	3.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3074_7_binding_label.cond8.tsv	36	12	1	20	33.33	2.78	55.56	3	8.33
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4779_7_binding_label.cond8.tsv	99	75	2	18	75.76	2.02	18.18	4	4.04
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3293_1_binding_label.cond8.tsv	105	38	8	55	36.19	7.62	52.38	4	3.81
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2765_3_binding_label.cond8.tsv	60	12	0	45	20.0	0.0	75.0	3	5.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1152_1_binding_label.cond8.tsv	394	43	20	314	10.91	5.08	79.7	17	4.31
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2664_1_binding_label.cond8.tsv	91	17	4	68	18.68	4.4	74.73	2	2.2
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3103_1_binding_label.cond8.tsv	289	38	9	234	13.15	3.11	80.97	8	2.77
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5488_1_binding_label.cond8.tsv	227	7	0	216	3.08	0.0	95.15	4	1.76
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3702_1_binding_label.cond8.tsv	64	39	2	20	60.94	3.12	31.25	3	4.69
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4561_2_binding_label.cond8.tsv	116	59	14	34	50.86	12.07	29.31	9	7.76
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3127_2_binding_label.cond8.tsv	304	26	17	252	8.55	5.59	82.89	9	2.96
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3152_4_binding_label.cond8.tsv	199	25	15	155	12.56	7.54	77.89	4	2.01
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2290_1_binding_label.cond8.tsv	122	9	1	106	7.38	0.82	86.89	6	4.92
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1613_2_binding_label.cond8.tsv	144	82	3	56	56.94	2.08	38.89	3	2.08
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4043_1_binding_label.cond8.tsv	140	10	5	118	7.14	3.57	84.29	7	5.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_566_1_binding_label.cond8.tsv	101	14	1	82	13.86	0.99	81.19	4	3.96
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5207_1_binding_label.cond8.tsv	51	9	2	39	17.65	3.92	76.47	1	1.96
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4266_3_binding_label.cond8.tsv	92	49	3	34	53.26	3.26	36.96	6	6.52
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5177_1_binding_label.cond8.tsv	102	10	5	85	9.8	4.9	83.33	2	1.96
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1811_2_binding_label.cond8.tsv	148	31	19	94	20.95	12.84	63.51	4	2.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4854_3_binding_label.cond8.tsv	186	10	9	162	5.38	4.84	87.1	5	2.69
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2741_1_binding_label.cond8.tsv	160	5	0	153	3.12	0.0	95.62	2	1.25
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2670_1_binding_label.cond8.tsv	105	8	4	86	7.62	3.81	81.9	7	6.67
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2839_1_binding_label.cond8.tsv	197	44	14	134	22.34	7.11	68.02	5	2.54
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5117_1_binding_label.cond8.tsv	123	21	11	87	17.07	8.94	70.73	4	3.25
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_5377_1_binding_label.cond8.tsv	37	16	0	19	43.24	0.0	51.35	2	5.41
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4335_1_binding_label.cond8.tsv	92	6	0	78	6.52	0.0	84.78	8	8.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3813_2_binding_label.cond8.tsv	112	17	10	81	15.18	8.93	72.32	4	3.57
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_816_2_binding_label.cond8.tsv	207	9	7	181	4.35	3.38	87.44	10	4.83
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3099_3_binding_label.cond8.tsv	131	25	9	96	19.08	6.87	73.28	1	0.76
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3010_3_binding_label.cond8.tsv	176	99	24	50	56.25	13.64	28.41	3	1.7
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3844_1_binding_label.cond8.tsv	80	25	7	46	31.25	8.75	57.5	2	2.5
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_761_1_binding_label.cond8.tsv	188	61	5	108	32.45	2.66	57.45	14	7.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2960_1_binding_label.cond8.tsv	136	17	5	104	12.5	3.68	76.47	10	7.35
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_353_1_binding_label.cond8.tsv	117	49	9	51	41.88	7.69	43.59	8	6.84
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1916_1_binding_label.cond8.tsv	89	7	7	74	7.87	7.87	83.15	1	1.12
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_937_1_binding_label.cond8.tsv	61	4	6	49	6.56	9.84	80.33	2	3.28
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_3997_2_binding_label.cond8.tsv	97	42	8	34	43.3	8.25	35.05	13	13.4
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1990_3_binding_label.cond8.tsv	135	13	13	107	9.63	9.63	79.26	2	1.48
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_1954_1_binding_label.cond8.tsv	138	28	14	94	20.29	10.14	68.12	2	1.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4411_2_binding_label.cond8.tsv	88	16	8	64	18.18	9.09	72.73	0	0.0
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4102_1_binding_label.cond8.tsv	62	3	2	55	4.84	3.23	88.71	2	3.23
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_2124_2_binding_label.cond8.tsv	71	18	8	39	25.35	11.27	54.93	6	8.45
binding_labeled_reads_for_peak/suppressed_merged_S2_to_all_open_and_closed_mnase_peaks_cluster_181_lf_15_rf_15_site_peak_4644_2_binding_label.cond8.tsv	88	17	6	60	19.32	6.82	68.18	5	5.68
